name,popularity,bike_latitude,bike_longitude,free_bikes,empty_slots,review_count,rating,distance,category
Harbour Oyster + Bar,0.0,49.261353,-123.085333,0,0,87,4.1,1658.0,Cocktail Bars
Hime Japanese Restaurant,0.9890784717633798,49.261353,-123.085333,0,0,0,3.9,988.0,Sushi Restaurant
House of Dosas,0.0,49.261353,-123.085333,0,0,487,3.8,1376.0,Indian
Jamjar - Folk Lebanese Food,0.0,49.261353,-123.085333,0,0,270,3.8,1204.0,Lebanese
Kilimanjaro Snack House and Catering,0.9720937463562516,49.261353,-123.085333,0,0,0,,628.0,African Restaurant
Kishimoto Japanese Kitchen,0.0,49.261353,-123.085333,0,0,547,4.4,1301.0,Japanese
Knight Street Cafe,0.0,49.261353,-123.085333,0,0,92,4.3,1454.0,Cafes
La Boheme,0.7748066384235688,49.261353,-123.085333,0,0,0,,829.0,Food Truck
La Mezcaleria,0.0,49.261353,-123.085333,0,0,314,3.8,1517.0,Mexican
Les Faux Bourgeois,0.0,49.261353,-123.085333,0,0,501,3.9,555.0,French
Maizal RMF,0.0,49.261353,-123.085333,0,0,157,4.3,1170.0,Mexican
Mark Anthony Group Inc,0.5520877868034773,49.261353,-123.085333,0,0,0,,787.0,Winery
Matchstick Coffee,0.9786492544081256,49.261353,-123.085333,0,0,220,4.175,590.5,Café
Mercato Di Luigi,0.9809164755723114,49.261353,-123.085333,0,0,0,,474.0,Café
Nemesis Coffee,0.9895966937437652,49.261353,-123.085333,0,0,120,4.225,826.5,Coffee Shop
Nene Chicken,0.9517535336261288,49.261353,-123.085333,0,0,0,,951.0,Fried Chicken Joint
Nuba - Mount Pleasant,0.0,49.261353,-123.085333,0,0,173,3.8,1396.0,Mediterranean
Osteria Savio Volpe,0.9518053558241673,49.261353,-123.085333,0,0,481,4.325,595.5,Italian Restaurant
Pho Huong Binh,0.0539728192571287,49.261353,-123.085333,0,0,0,,628.0,Restaurant
Pink Peppercorn Seafood House,0.0,49.261353,-123.085333,0,0,163,4.3,1584.0,Seafood
Pizza King,0.9544871545726612,49.261353,-123.085333,0,0,0,,802.0,Pizzeria
Pizza Pizza,0.9115135968492104,49.261353,-123.085333,0,0,0,3.05,994.0,Pizzeria
Pizzeria Barbarella,0.9140010623550596,49.261353,-123.085333,0,0,0,3.8,339.0,Pizzeria
Po Kong Vegetarian Restaurant,0.0,49.261353,-123.085333,0,0,170,4.2,1330.0,Dim Sum
Published On Main,0.0,49.261353,-123.085333,0,0,167,4.3,1489.0,Tapas/Small Plates
Rocky Mountain Flatbread,0.0,49.261353,-123.085333,0,0,256,4.2,1880.0,Gluten-Free
Rooster's Ice Cream Bar,0.9494992680114528,49.261353,-123.085333,0,0,0,3.1,254.0,Ice Cream Parlor
Sal y Limon,0.979659787269877,49.261353,-123.085333,0,0,0,4.25,572.0,Sushi Restaurant
Sal y Limón,0.0,49.261353,-123.085333,0,0,681,3.9,570.0,Mexican
Shilla Korean Restaurant,0.9832355189345356,49.261353,-123.085333,0,0,0,,853.0,Korean Restaurant
Snack Attack,0.9287833443455504,49.261353,-123.085333,0,0,0,,894.0,Snack Place
Song,0.0,49.261353,-123.085333,0,0,44,4.4,981.0,Thai
Sopra Sotto,0.0,49.261353,-123.085333,0,0,158,4.0,1590.0,Pizza
Sprezzatura,0.0,49.261353,-123.085333,0,0,72,4.0,895.0,Pizza
Steve’s Poké Bar,0.9470506691541322,49.261353,-123.085333,0,0,0,,523.0,Poke Restaurant
Subway,0.971977146410665,49.261353,-123.085333,0,0,0,3.15,385.0,Deli
Sula Indian Restaurant,0.0,49.261353,-123.085333,0,0,313,4.1,1868.0,Indian
Sula- Main Street,0.0,49.261353,-123.085333,0,0,169,4.4,1864.0,Indian
Sun Bo Kong Vegetarian Restaurant,0.0,49.261353,-123.085333,0,0,102,4.1,1327.0,Vegetarian
Superbaba,0.0,49.261353,-123.085333,0,0,87,4.6,1177.0,Middle Eastern
Sushi Hil,0.0,49.261353,-123.085333,0,0,43,4.6,1323.0,Japanese
Sushiyama,0.973635456747898,49.261353,-123.085333,0,0,0,4.25,875.0,Sushi Restaurant
Suyo Modern Peruvian,0.0,49.261353,-123.085333,0,0,51,4.5,1402.0,Peruvian
T K Bakery,0.3186546957389197,49.261353,-123.085333,0,0,0,,919.0,Bakery
Thai Son Restaurant,0.9665746822651484,49.261353,-123.085333,0,0,0,3.45,842.0,Vietnamese Restaurant
Thanh Thanh,0.8677238395066527,49.261353,-123.085333,0,0,0,,624.0,Thai Restaurant
The Acorn,0.0,49.261353,-123.085333,0,0,500,3.9,1747.0,Vegan
The Burrow,0.0,49.261353,-123.085333,0,0,536,3.9,1125.0,Mexican
The Cascade Room,0.0,49.261353,-123.085333,0,0,248,3.8,1112.0,Pubs
The Farmhouse,0.0,49.261353,-123.085333,0,0,34,4.1,856.0,Italian
The Fish Counter,0.0,49.261353,-123.085333,0,0,384,4.4,1650.0,Fish & Chips
The Healing Cafe,0.1662067446590747,49.261353,-123.085333,0,0,0,,641.0,Café
The HideOut Diner,0.0,49.261353,-123.085333,0,0,20,4.6,744.0,Breakfast & Brunch
The Locus,0.0,49.261353,-123.085333,0,0,274,3.9,1844.0,Lounges
The Uterii,0.0581056395507015,49.261353,-123.085333,0,0,0,,734.0,Dive Bar
Tigers Drink House,0.1744464741472009,49.261353,-123.085333,0,0,0,,723.0,Café
Tim Hortons,0.9865910062575304,49.261353,-123.085333,0,0,0,3.2,550.0,Coffee Shop
Via Tevere Pizzeria,0.0,49.261353,-123.085333,0,0,363,4.1,2001.0,Italian
Zakkushi Dining On Main,0.0,49.261353,-123.085333,0,0,248,3.8,1800.0,Japanese
Zarak By Afghan Kitchen,0.0,49.261353,-123.085333,0,0,125,4.5,1234.0,Afghan
Ashiana Tandoori Restaurant,0.0,49.261403,-123.070102,9,16,92,4.5,1398.0,Indian
Ay Chihuahua,0.9417907160532214,49.261403,-123.070102,9,16,5,4.2,171.0,Mexican Restaurant
B House,0.9643333721999818,49.261403,-123.070102,9,16,34,4.3,343.0,Restaurant
Baby Dhal Roti Shop,0.9691787477165844,49.261403,-123.070102,9,16,29,4.2,121.5,Caribbean Restaurant
Babylon Cafe,0.9648645497298768,49.261403,-123.070102,9,16,0,3.7,996.0,Middle Eastern Restaurant
Batard Boulangerie & Cafe Moderne,0.0,49.261403,-123.070102,9,16,148,4.3,1952.0,Coffee & Tea
Blenz Coffee,0.9315558319406118,49.261403,-123.070102,9,16,0,3.2,651.0,Coffee Shop
Bonjour Vietnam Bistro,0.0,49.261403,-123.070102,9,16,82,4.1,1943.0,Vietnamese
Boteco Brasil,0.9826395636570924,49.261403,-123.070102,9,16,0,3.8,967.0,Brazilian Restaurant
Broadway Station Sushi,0.9443947815046576,49.261403,-123.070102,9,16,0,3.3,107.0,Sushi Restaurant
Cafe Crepe,0.6240947309780144,49.261403,-123.070102,9,16,0,,781.0,Restaurant
Caffe Napoli,0.8700947050669154,49.261403,-123.070102,9,16,0,,941.0,Café
Chanco,0.1163926567945379,49.261403,-123.070102,9,16,0,,508.0,Mexican Restaurant
Chongqing Restaurant,0.0,49.261403,-123.070102,9,16,164,3.3,230.0,Chinese
Circus Play Cafe,0.9233161024524856,49.261403,-123.070102,9,16,0,,235.0,Café
Collective Goods,0.9849715625688265,49.261403,-123.070102,9,16,0,,928.0,Bistro
Commercial Sushi,0.9922655369427494,49.261403,-123.070102,9,16,66,3.15,35.5,Sushi Restaurant
Daddy's Kitchen,0.9316983429852176,49.261403,-123.070102,9,16,0,,49.0,Hawaiian Restaurant
Do Chay,0.0,49.261403,-123.070102,9,16,187,4.4,1345.0,Vietnamese
Dolce Amore,0.0,49.261403,-123.070102,9,16,155,4.4,1035.0,Ice Cream & Frozen Yogurt
Dosa Factory,0.0,49.261403,-123.070102,9,16,179,3.8,1260.0,Indian
Fassil Ethiopian Restaurant,0.0,49.261403,-123.070102,9,16,155,4.3,1327.0,Ethiopian
Fire Pizza,0.9244561908093332,49.261403,-123.070102,9,16,0,3.9,668.0,Pizzeria
Flourist Mill & Bakery,0.9895707826447458,49.261403,-123.070102,9,16,0,,840.0,Bakery
Fratelli Authentic Italian Baking,0.4321712205423193,49.261403,-123.070102,9,16,0,,822.0,Bakery
Gojo Café,0.0,49.261403,-123.070102,9,16,68,4.2,255.0,Ethiopian
Golden Seafood Restaurant,0.0,49.261403,-123.070102,9,16,52,3.9,963.0,Seafood
Golden Spring Restaurant,0.9777294103929418,49.261403,-123.070102,9,16,0,,955.0,Chinese Restaurant
Grace of India,0.0,49.261403,-123.070102,9,16,53,4.2,1296.0,Indian
Grounds For Coffee,0.9892987161050436,49.261403,-123.070102,9,16,0,3.7,534.0,Coffee Shop
Harambe Restaurant,0.0,49.261403,-123.070102,9,16,149,3.8,458.0,Ethiopian
Harbour Oyster + Bar,0.0,49.261403,-123.070102,9,16,87,4.1,1169.0,Cocktail Bars
Hariyali Express Indian Cuisine & Bar,0.0,49.261403,-123.070102,9,16,11,4.7,576.0,Indian
Havana,0.0,49.261403,-123.070102,9,16,411,3.5,1370.0,Latin American
House of Dosas,0.0,49.261403,-123.070102,9,16,487,3.8,1297.0,Indian
Il Mundo Caffe,0.9673390596862166,49.261403,-123.070102,9,16,0,,737.0,Coffee Shop
Jamaican Pizza Jerk,0.7952116289012399,49.261403,-123.070102,9,16,0,,121.0,Pizzeria
Jamila's Afghan Cuisine,0.0,49.261403,-123.070102,9,16,8,4.3,46.0,Afghan
Jamjar,0.9853602290541154,49.261403,-123.070102,9,16,0,4.3,330.0,Lebanese Restaurant
Jamjar - Folk Lebanese Food,0.0,49.261403,-123.070102,9,16,270,3.8,338.0,Lebanese
Jj Bean House of Coffee,0.9754233225802272,49.261403,-123.070102,9,16,0,3.95,401.0,Coffee Shop
Juno Provisions,0.1545467501004055,49.261403,-123.070102,9,16,15,4.1,339.5,Sushi Restaurant
Kakai Sushi,0.0,49.261403,-123.070102,9,16,6,4.3,102.0,Sushi Bars
Kishimoto Japanese Kitchen,0.0,49.261403,-123.070102,9,16,547,4.4,595.0,Japanese
Kishimoto Japanese Kitchen + Sushi Bar,0.9625325508181428,49.261403,-123.070102,9,16,0,4.3,594.0,Sushi Restaurant
Knight Street Cafe,0.0,49.261403,-123.070102,9,16,92,4.3,1379.0,Cafes
Kojak Restaurants,0.4076204542215658,49.261403,-123.070102,9,16,0,,165.0,Fast Food Restaurant
Kulinarya,0.0,49.261403,-123.070102,9,16,76,4.0,1445.0,Filipino
La Grotta Del Formaggio,0.986008006529597,49.261403,-123.070102,9,16,217,4.4,826.5,Deli
La Mezcaleria,0.9647090831357612,49.261403,-123.070102,9,16,314,3.9499999999999997,968.5,Taco Restaurant
Les Faux Bourgeois,0.0,49.261403,-123.070102,9,16,501,3.9,1499.0,French
Liberty Wine Merchants,0.9224351250858304,49.261403,-123.070102,9,16,0,3.75,965.0,Wine Bar
Loku Japanese Cuisine,0.0,49.261403,-123.070102,9,16,31,3.8,338.0,Japanese
Lunch Lady,0.0,49.261403,-123.070102,9,16,289,4.1,1508.0,Vietnamese
Marcello,0.0,49.261403,-123.070102,9,16,366,3.0,1184.0,Pizza
Matchstick Coffee,0.0,49.261403,-123.070102,9,16,220,3.9,1539.0,Cafes
McDonald's,0.9889748273673028,49.261403,-123.070102,9,16,0,2.7,57.0,Burger Joint
Nammos Estiatorio,0.0,49.261403,-123.070102,9,16,153,3.9,1954.0,Tapas/Small Plates
Naruto Sushi,0.0,49.261403,-123.070102,9,16,119,3.6,159.0,Japanese
Oh Sweet Day! Bake Shop,0.9574798865093864,49.261403,-123.070102,9,16,0,,898.0,Bakery
Osita,0.0910645575032065,49.261403,-123.070102,9,16,0,,864.0,Bistro
Pie Hole,0.0231515669737131,49.261403,-123.070102,9,16,0,,831.0,Dessert Shop
Pink Peppercorn Seafood House,0.0,49.261403,-123.070102,9,16,163,4.3,1370.0,Seafood
Pizza King,0.9544871545726612,49.261403,-123.070102,9,16,0,,320.0,Pizzeria
Po Kong Vegetarian Restaurant,0.0,49.261403,-123.070102,9,16,170,4.2,1314.0,Dim Sum
Prado Cafe,0.972650834985166,49.261403,-123.070102,9,16,0,4.1,640.0,Café
Red Burrito,0.9580369751383004,49.261403,-123.070102,9,16,0,3.5,898.0,Diner
Rooster's Ice Cream Bar,0.9494992680114528,49.261403,-123.070102,9,16,0,3.1,902.0,Ice Cream Parlor
Sal y Limón,0.0,49.261403,-123.070102,9,16,681,3.9,1477.0,Mexican
Saloniki Greek Taverna,0.1489629082617539,49.261403,-123.070102,9,16,0,3.45,776.0,Greek Restaurant
SalyLimon Mexican,0.9720289686087036,49.261403,-123.070102,9,16,0,,875.0,Mexican Restaurant
ScribesRFC,0.0053635974969878,49.261403,-123.070102,9,16,0,,388.0,Pub
Shining Garden Restaurant,0.92174848096182,49.261403,-123.070102,9,16,0,,964.0,Chinese Restaurant
Social,0.0,49.261403,-123.070102,9,16,36,3.7,788.0,Gastropubs
Sopra Sotto,0.0,49.261403,-123.070102,9,16,158,4.0,1086.0,Pizza
St. Augustine's,0.0,49.261403,-123.070102,9,16,297,3.3,267.0,Pubs
Sula Indian Restaurant,0.0,49.261403,-123.070102,9,16,313,4.1,1450.0,Indian
Sun Bo Kong Vegetarian Restaurant,0.0,49.261403,-123.070102,9,16,102,4.1,1282.0,Vegetarian
Sushi Ninja,0.6303652169406765,49.261403,-123.070102,9,16,0,,738.0,Sushi Restaurant
Sushi Ville,0.9061888660007514,49.261403,-123.070102,9,16,0,3.25,548.0,Sushi Restaurant
Szechuan Chong Qing Restaurant,0.9747237229067072,49.261403,-123.070102,9,16,0,3.55,222.0,Chinese Restaurant
The Bench Bakehouse,0.9218391698083874,49.261403,-123.070102,9,16,0,,944.0,Bakery
The Burrow,0.9683625480974776,49.261403,-123.070102,9,16,536,4.1,181.0,Tex-Mex Restaurant
The HideOut Diner,0.0,49.261403,-123.070102,9,16,20,4.6,1134.0,Breakfast & Brunch
Tikka House Indian Restaurant,0.1542487724616839,49.261403,-123.070102,9,16,0,,738.0,Indian Restaurant
Trocadero Pizza & Steak House,0.9151541062614172,49.261403,-123.070102,9,16,0,,968.0,Pizzeria
Uncle Fatih's Pizza,0.0,49.261403,-123.070102,9,16,184,3.5,120.0,Pizza
Via Tevere Pizzeria,0.0,49.261403,-123.070102,9,16,363,4.1,1426.0,Italian
Viet Family- The Vegan House,0.0,49.261403,-123.070102,9,16,40,4.8,1166.0,Vietnamese
Yook Korean Grilled BBQ & Bistro,0.0,49.261403,-123.070102,9,16,100,3.8,1021.0,Korean
12 Kings Pub,0.9573762421133092,49.26151,-123.089413,10,4,0,3.7,540.0,Pub
49th Parallel Coffee,0.0,49.26151,-123.089413,10,4,529,4.1,873.0,Cafes
49th Parallel Coffee Roast,0.9903222045163046,49.26151,-123.089413,10,4,0,4.35,877.0,Coffee Shop
AJ's Brooklyn Pizza Joint,0.987174005985464,49.26151,-123.089413,10,4,175,4.2,660.5,Pizzeria
Anh and Chi,0.0,49.26151,-123.089413,10,4,743,4.0,1101.0,Vietnamese
Ashiana Tandoori Restaurant,0.0,49.26151,-123.089413,10,4,92,4.5,1739.0,Indian
B House,0.0,49.26151,-123.089413,10,4,34,4.3,1480.0,Asian Fusion
BT Cafe Ltd,0.9830670967909104,49.26151,-123.089413,10,4,0,3.65,867.0,Café
Ba Le Banh Mi,0.0,49.26151,-123.089413,10,4,35,3.6,126.0,Vietnamese
Banh Mi Yen Linh Coffee Shop Ltd,0.346314793941985,49.26151,-123.089413,10,4,0,,791.0,Café
Batard Boulangerie & Cafe Moderne,0.0,49.26151,-123.089413,10,4,148,4.3,1332.0,Coffee & Tea
Bells and Whistles,0.985761851088914,49.26151,-123.089413,10,4,0,3.6,648.0,Sports Bar
Blenz Coffee,0.9721067019057612,49.26151,-123.089413,10,4,0,3.15,687.0,Coffee Shop
Brassneck Brewery,0.9674167929832744,49.26151,-123.089413,10,4,0,4.25,938.0,Bar
Bubble Town,0.4452304144480288,49.26151,-123.089413,10,4,0,,514.0,Tea Room
Burdock & Co,0.94325469314781,49.26151,-123.089413,10,4,0,3.75,834.0,New American Restaurant
Burgoo Bistros,0.0,49.26151,-123.089413,10,4,526,3.9,932.0,Comfort Food
Caffe Barney,0.9688807700778628,49.26151,-123.089413,10,4,0,3.1,840.0,Diner
Camion Cafe,0.0,49.26151,-123.089413,10,4,9,4.8,154.0,Food Trucks
Cazba Food Truck,0.7796390583906616,49.26151,-123.089413,10,4,0,,634.0,Food Truck
Colony Bar Main Street,0.8739813699198051,49.26151,-123.089413,10,4,0,3.5,874.0,Sports Bar
Como Taperia,0.9641131278583182,49.26151,-123.089413,10,4,0,3.25,874.0,Tapas Restaurant
Do Chay,0.0,49.26151,-123.089413,10,4,187,4.4,1580.0,Vietnamese
Domino's Pizza,0.9720030575096844,49.26151,-123.089413,10,4,0,,203.0,Pizzeria
Elma's Kitchen,0.6289271509451073,49.26151,-123.089413,10,4,0,,93.0,Restaurant
Empress Bakery,0.2186248979750476,49.26151,-123.089413,10,4,0,,526.0,Bakery
Fable Diner,0.0,49.26151,-123.089413,10,4,354,3.9,893.0,Diners
Fassil Ethiopian Restaurant,0.0,49.26151,-123.089413,10,4,155,4.3,119.0,Ethiopian
Forecast Coffee,0.9690103255729592,49.26151,-123.089413,10,4,0,3.65,889.0,Coffee Shop
Fox Cabaret,0.9604078406985632,49.26151,-123.089413,10,4,0,4.1,916.0,Movie Theater
Gene Coffeebar,0.9483850907536244,49.26151,-123.089413,10,4,0,3.8,863.0,Coffee Shop
Hail Mary's,0.0,49.26151,-123.089413,10,4,22,4.3,90.0,Canadian (New)
Harbour Oyster + Bar,0.0,49.26151,-123.089413,10,4,87,4.1,1868.0,Cocktail Bars
Hime Japanese Restaurant,0.9890784717633798,49.26151,-123.089413,10,4,0,3.9,695.0,Sushi Restaurant
Ignite Pizzeria,0.9735188568023112,49.26151,-123.089413,10,4,0,3.9,822.0,Pizzeria
JJ's Trucketeria,0.1574487931905631,49.26151,-123.089413,10,4,0,3.9,981.0,Dining and Drinking
Jamjar - Folk Lebanese Food,0.0,49.26151,-123.089413,10,4,270,3.8,1486.0,Lebanese
Joe's Grill on Main Street,0.9298197883063212,49.26151,-123.089413,10,4,0,2.95,915.0,Breakfast Spot
Kilimanjaro Snack House and Catering,0.9720937463562516,49.26151,-123.089413,10,4,0,,649.0,African Restaurant
Kishimoto Japanese Kitchen,0.0,49.26151,-123.089413,10,4,547,4.4,1563.0,Japanese
Klasik Inasal & Noodle Express,0.0,49.26151,-123.089413,10,4,18,3.8,89.0,Filipino
Knight Street Cafe,0.0,49.26151,-123.089413,10,4,92,4.3,1623.0,Cafes
Kranky Cafe,0.960381929599544,49.26151,-123.089413,10,4,0,4.0,981.0,Restaurant
La Mezcaleria,0.0,49.26151,-123.089413,10,4,314,3.8,1745.0,Mexican
Les Faux Bourgeois,0.0,49.26151,-123.089413,10,4,501,3.9,471.0,French
Los Cuervos Taqueria Y Cantina,0.0,49.26151,-123.089413,10,4,193,3.8,464.0,Mexican
Lunch Lady,0.0,49.26151,-123.089413,10,4,289,4.1,2090.0,Vietnamese
Main Street Brewing Co,0.9716143910243952,49.26151,-123.089413,10,4,0,4.15,799.0,Brewery
Maizal RMF,0.0,49.26151,-123.089413,10,4,157,4.3,881.0,Mexican
Matchstick Coffee,0.9786492544081256,49.26151,-123.089413,10,4,220,4.175,486.0,Café
Mercato Di Luigi,0.9809164755723114,49.26151,-123.089413,10,4,11,4.5,250.0,Café
Nemesis Coffee,0.9895966937437652,49.26151,-123.089413,10,4,120,4.225,659.5,Coffee Shop
Nuba - Mount Pleasant,0.0,49.26151,-123.089413,10,4,173,3.8,1144.0,Mediterranean
Osteria Savio Volpe,0.9518053558241673,49.26151,-123.089413,10,4,481,4.325,464.5,Italian Restaurant
Our Town Cafe,0.9602653296539572,49.26151,-123.089413,10,4,0,3.65,772.0,Coffee Shop
Pho Goodness,0.9771334551154988,49.26151,-123.089413,10,4,0,4.2,970.0,Vietnamese Restaurant
Pho Huong Binh,0.0539728192571287,49.26151,-123.089413,10,4,0,,649.0,Restaurant
Pink Peppercorn Seafood House,0.0,49.26151,-123.089413,10,4,163,4.3,1773.0,Seafood
Pizza Pizza,0.9115135968492104,49.26151,-123.089413,10,4,0,3.05,701.0,Pizzeria
Po Kong Vegetarian Restaurant,0.0,49.26151,-123.089413,10,4,170,4.2,1497.0,Dim Sum
Poke Bar,0.989143249510928,49.26151,-123.089413,10,4,0,,757.0,American Restaurant
Published On Main,0.0,49.26151,-123.089413,10,4,167,4.3,1288.0,Tapas/Small Plates
Red Truck Beer,0.970461347118038,49.26151,-123.089413,10,4,0,4.05,950.0,Brewery
Sal y Limon,0.979659787269877,49.26151,-123.089413,10,4,0,4.25,513.0,Sushi Restaurant
Sal y Limón,0.0,49.26151,-123.089413,10,4,681,3.9,512.0,Mexican
Sing Sing Beer Bar,0.9884954720354464,49.26151,-123.089413,10,4,0,3.85,832.0,Beer Bar
Song,0.0,49.26151,-123.089413,10,4,44,4.4,688.0,Thai
Sopra Sotto,0.0,49.26151,-123.089413,10,4,158,4.0,1807.0,Pizza
Sprezzatura,0.0,49.26151,-123.089413,10,4,72,4.0,599.0,Pizza
Steve’s Poké Bar,0.9470506691541322,49.26151,-123.089413,10,4,0,,617.0,Poke Restaurant
Straight Outta Brooklyn NYC Pizzeria,0.0,49.26151,-123.089413,10,4,73,3.9,523.0,Pizza
Stuart's Bakery,0.0696879008123129,49.26151,-123.089413,10,4,0,,756.0,Bakery
Subway,0.971977146410665,49.26151,-123.089413,10,4,0,3.15,139.0,Deli
Sula Indian Restaurant,0.0,49.26151,-123.089413,10,4,313,4.1,2054.0,Indian
Sula- Main Street,0.0,49.26151,-123.089413,10,4,169,4.4,1717.0,Indian
Sun Bo Kong Vegetarian Restaurant,0.0,49.26151,-123.089413,10,4,102,4.1,1501.0,Vegetarian
Sushi Hil,0.0,49.26151,-123.089413,10,4,43,4.6,1089.0,Japanese
Sushiyama,0.973635456747898,49.26151,-123.089413,10,4,0,4.25,583.0,Sushi Restaurant
Suyo Modern Peruvian,0.0,49.26151,-123.089413,10,4,51,4.5,1186.0,Peruvian
Thai Son Restaurant,0.9665746822651484,49.26151,-123.089413,10,4,0,3.45,550.0,Vietnamese Restaurant
The Acorn,0.0,49.26151,-123.089413,10,4,500,3.9,1581.0,Vegan
The Burrow,0.0,49.26151,-123.089413,10,4,536,3.9,1421.0,Mexican
The Cascade Room,0.0,49.26151,-123.089413,10,4,248,3.8,815.0,Pubs
The Farmhouse,0.0,49.26151,-123.089413,10,4,34,4.1,560.0,Italian
The Fish Counter,0.0,49.26151,-123.089413,10,4,384,4.4,1472.0,Fish & Chips
The Gluten Free Epicurean,0.0,49.26151,-123.089413,10,4,140,4.1,475.0,Gluten-Free
The Locus,0.0,49.26151,-123.089413,10,4,274,3.9,1688.0,Lounges
The Uterii,0.0581056395507015,49.26151,-123.089413,10,4,0,,455.0,Dive Bar
Thierry Mount Pleasant,0.977016855169912,49.26151,-123.089413,10,4,0,,752.0,Café
Tigers Drink House,0.1744464741472009,49.26151,-123.089413,10,4,0,,532.0,Café
Tim Hortons,0.9865910062575304,49.26151,-123.089413,10,4,0,3.2,641.0,Coffee Shop
Zakkushi Dining On Main,0.0,49.26151,-123.089413,10,4,248,3.8,1637.0,Japanese
Zarak By Afghan Kitchen,0.0,49.26151,-123.089413,10,4,125,4.5,968.0,Afghan
Zarak by Afghan Kitchen,0.9770557218184408,49.26151,-123.089413,10,4,0,3.9,961.0,Afghan Restaurant
99 B-Line,0.0,49.261655,-123.241924,9,9,11,3.4,494.0,Public Transportation
Agra Tandoori Express,0.9662785454181304,49.261655,-123.241924,9,9,0,,496.0,Indian Restaurant
Bean Around the World,0.9972459102485022,49.261655,-123.241924,9,9,0,3.2,551.0,Café
Beanery Coffee House,0.9956854504729294,49.261655,-123.241924,9,9,0,3.6,261.0,Coffee Shop
Beyond BBQ,0.0,49.261655,-123.241924,9,9,10,4.4,493.0,Barbeque
Big Way Hot Pot,0.0,49.261655,-123.241924,9,9,0,0.0,515.0,Hot Pot
Blenz Coffee,0.0,49.261655,-123.241924,9,9,34,3.1,920.0,Coffee & Tea
Blue Chip Cafe,0.999884867897898,49.261655,-123.241924,9,9,0,,777.0,Bakery
Body Energy Club,0.9964959916323642,49.261655,-123.241924,9,9,0,,688.0,Juice Bar
Browns Crafthouse UBC,0.0,49.261655,-123.241924,9,9,46,4.3,677.0,Bars
Browns Socialhouse,0.999146465028478,49.261655,-123.241924,9,9,0,,745.0,Gastropub
Bubble Waffle Cafe,0.0,49.261655,-123.241924,9,9,0,0.0,320.0,Waffles
Bureau of Legal Dentistry,0.4469527127421331,49.261655,-123.241924,9,9,0,,321.0,Restaurant
Cafe Ami,0.9668952719945816,49.261655,-123.241924,9,9,0,,367.0,Café
Cafe Perugia,0.0,49.261655,-123.241924,9,9,16,3.1,245.0,Cafes
Chef Hung Taiwanese Beef Noodle,0.9934253456715174,49.261655,-123.241924,9,9,76,2.825,899.5,Taiwanese Restaurant
CoCo Fresh Tea Restaurant,0.9609033043040128,49.261655,-123.241924,9,9,0,,558.0,Bubble Tea Shop
Donair Town,0.99726145904308,49.261655,-123.241924,9,9,14,3.5,554.5,Falafel Restaurant
Doughgirls,0.0,49.261655,-123.241924,9,9,66,4.2,895.0,Cafes
Doughgirls Bakeshop,0.9913103291327238,49.261655,-123.241924,9,9,0,3.25,907.0,Bakery
Downlow Chicken,0.9964434605498672,49.261655,-123.241924,9,9,0,,661.0,Fried Chicken Joint
El Cartel,0.0,49.261655,-123.241924,9,9,10,3.5,742.0,Korean
Firehouse Subs,0.0,49.261655,-123.241924,9,9,3,4.7,331.0,Fast Food
Flip Side,0.2425644675090816,49.261655,-123.241924,9,9,0,,795.0,Burger Joint
Food Fair  - UBC Village,0.9870616527206916,49.261655,-123.241924,9,9,0,2.6,569.0,Food Court
Freshslice Pizza,0.9890159814721274,49.261655,-123.241924,9,9,13,2.9000000000000004,493.0,Pizzeria
Gallery 2.0,0.9965610530648146,49.261655,-123.241924,9,9,0,,810.0,Gastropub
Gallery Patio & Lounge,0.0,49.261655,-123.241924,9,9,18,3.1,826.0,Lounges
Gather,0.0,49.261655,-123.241924,9,9,4,4.3,1206.0,Food Court
Grand Noodle Emporium,0.0,49.261655,-123.241924,9,9,24,2.0,816.0,Chinese
Great Dane Coffee,0.0,49.261655,-123.241924,9,9,69,4.2,1132.0,Cafes
IRC Snack Bar,0.0,49.261655,-123.241924,9,9,1,5.0,560.0,Specialty Food
JJ Bean,0.997628263477647,49.261655,-123.241924,9,9,0,3.85,628.0,Coffee Shop
Jamjar Canteen,0.0,49.261655,-123.241924,9,9,49,4.1,641.0,Lebanese
KINTON RAMEN UBC,0.0,49.261655,-123.241924,9,9,39,3.5,687.0,Ramen
Kinton Ramen UBC,0.9986949412237808,49.261655,-123.241924,9,9,0,,688.0,Ramen Restaurant
Koerner's Pub,0.0,49.261655,-123.241924,9,9,54,3.7,1396.0,Pubs
Kokoro Mazesoba Tokyo Ubc,0.9979806351811948,49.261655,-123.241924,9,9,0,,549.0,Japanese Restaurant
Kokoro Tokyo Mazesoba,0.0,49.261655,-123.241924,9,9,21,3.8,561.0,Ramen
Kyros Kitchen,0.0,49.261655,-123.241924,9,9,2,4.0,823.0,Mediterranean
Loafe Cafe,0.0,49.261655,-123.241924,9,9,43,3.7,731.0,Cafes
Loafe Cafe Sauder,0.0,49.261655,-123.241924,9,9,4,3.8,923.0,Coffee & Tea
Maurya Express,0.9927155038831657,49.261655,-123.241924,9,9,0,,503.0,Indian Restaurant
McDonald's,0.999579649879701,49.261655,-123.241924,9,9,29,2.6,598.5,Burger Joint
