distance,name,rating,review_count,latitude,longitude,category,bike_latitude,bike_longitude
423,Café Portrait,4.4,85,49.2881056129168,-123.140413686633,Cafes,49.291909,-123.140713
1618,Italian Kitchen,3.8,731,49.2825685,-123.1236112,Italian,49.291909,-123.140713
1592,Boulevard,4.0,317,49.2827182,-123.123884,Seafood,49.291909,-123.140713
348,jinmi,4.5,29,49.29087136772408,-123.13618060888528,Seafood,49.291909,-123.140713
1679,Bacchus Restaurant & Lounge,4.1,216,49.28232,-123.12281,Lounges,49.291909,-123.140713
1310,Zefferelli's,4.2,549,49.28504,-123.1261,Italian,49.291909,-123.140713
1692,Shizen Ya,4.2,604,49.2808844,-123.1246278,Japanese,49.291909,-123.140713
1644,Burgoo Bistro,4.2,190,49.27968,-123.12763,Comfort Food,49.291909,-123.140713
298,The Farmhouse,4.1,34,49.26185879464837,-123.09710762514682,Italian,49.262321,-123.09306
343,Fassil Ethiopian Restaurant,4.3,155,49.262316686122,-123.08833077466,Ethiopian,49.262321,-123.09306
387,AJ's Brooklyn Pizza Joint,4.2,175,49.2629437687572,-123.098307028413,Pizza,49.262321,-123.09306
1416,The Fish Counter,4.4,384,49.250774041930285,-123.1012792,Fish & Chips,49.262321,-123.09306
990,Anh and Chi,4.0,743,49.2550314422938,-123.100882202153,Vietnamese,49.262321,-123.09306
559,Osteria Savio Volpe,4.2,481,49.2574913,-123.0909344,Italian,49.262321,-123.09306
410,Song,4.4,44,49.2629749,-123.0986667,Thai,49.262321,-123.09306
355,Sprezzatura,4.0,72,49.2613547,-123.0978287,Pizza,49.262321,-123.09306
609,Les Faux Bourgeois,3.9,501,49.2572813531481,-123.089767330802,French,49.262321,-123.09306
2017,Pink Peppercorn Seafood House,4.3,163,49.2493583,-123.0739159,Seafood,49.262321,-123.09306
765,Burgoo Bistros,3.9,526,49.25765498958033,-123.100815,Comfort Food,49.262321,-123.09306
617,Fable Diner,3.9,354,49.2630749,-123.1019822,Diners,49.262321,-123.09306
1208,Published On Main,4.3,167,49.25283186017385,-123.10116032897228,Tapas/Small Plates,49.262321,-123.09306
701,Zarak By Afghan Kitchen,4.5,125,49.266224,-123.1006089,Afghan,49.262321,-123.09306
1541,Bodega On Main,3.8,236,49.27548853708847,-123.09968391901442,Spanish,49.262321,-123.09306
1594,Zakkushi Dining On Main,3.8,248,49.249124,-123.101552,Japanese,49.262321,-123.09306
1434,La Taqueria Pinche Taco Shop,4.2,708,49.263617,-123.112593,Mexican,49.262321,-123.09306
663,Sal y Limón,3.9,681,49.2569043786921,-123.08924632997,Mexican,49.262321,-123.09306
280,Thai Son Restaurant,3.5,107,49.2628812,-123.0967428,Vietnamese,49.262321,-123.09306
969,Sushi Hil,4.6,43,49.2554661,-123.1011451,Japanese,49.262321,-123.09306
653,Maizal RMF,4.3,157,49.2600097,-123.1012988,Mexican,49.262321,-123.09306
526,Nemesis Coffee,4.2,120,49.26704079691957,-123.09265477054645,Coffee & Tea,49.262321,-123.09306
1816,Do Chay,4.4,187,49.25006,-123.0765,Vietnamese,49.262321,-123.09306
1732,Po Kong Vegetarian Restaurant,4.2,170,49.25047,-123.07746,Dim Sum,49.262321,-123.09306
263,Ba Le Banh Mi,3.6,35,49.26264017216953,-123.08947249617518,Vietnamese,49.262321,-123.09306
260,Hail Mary's,4.3,22,49.2623351,-123.0894392,Canadian (New),49.262321,-123.09306
555,The Cascade Room,3.8,248,49.2617,-123.10062,Pubs,49.262321,-123.09306
1740,Sun Bo Kong Vegetarian Restaurant,4.1,102,49.25076313662938,-123.0768886901428,Vegetarian,49.262321,-123.09306
669,49th Parallel Coffee,4.1,529,49.2591330651218,-123.10088478104,Cafes,49.262321,-123.09306
406,Hime Sushi Restaurant,3.5,95,49.2629448960616,-123.098578623389,Japanese,49.262321,-123.09306
1979,Ashiana Tandoori Restaurant,4.5,92,49.2494722,-123.0749207,Indian,49.262321,-123.09306
1090,Suyo Modern Peruvian,4.5,51,49.2540292,-123.1010659958052,Peruvian,49.262321,-123.09306
1536,The Acorn,3.9,500,49.24958,-123.10143,Vegan,49.262321,-123.09306
202,Carp,4.4,90,49.262354,-123.0958273,Japanese,49.262321,-123.09306
1440,Batard Boulangerie & Cafe Moderne,4.3,148,49.2495337429805,-123.089919893626,Coffee & Tea,49.262321,-123.09306
606,Superbaba,4.6,87,49.2633297,-123.1012681,Middle Eastern,49.262321,-123.09306
564,Tocador,3.8,52,49.261764,-123.1008072,Latin American,49.262321,-123.09306
887,Nuba - Mount Pleasant,3.8,173,49.26797,-123.10171,Mediterranean,49.262321,-123.09306
591,Matchstick Coffee,3.9,220,49.257302653286,-123.090361582581,Cafes,49.262321,-123.09306
1858,Knight Street Cafe,4.3,92,49.2496779,-123.07631192270182,Cafes,49.262321,-123.09306
323,The Biltmore Cabaret,3.8,102,49.2603124,-123.0964455,Music Venues,49.262321,-123.09306
1274,Nana's Green Tea,4.1,198,49.267587,-123.1086543,Desserts,49.262321,-123.09306
308,Sushi Yama,3.3,263,49.2629732219511,-123.097187697268,Japanese,49.262321,-123.09306
1459,Menya Raizo,3.9,88,49.26336,-123.11314,Ramen,49.262321,-123.09306
582,Sing Sing,3.8,145,49.2607122038635,-123.100685477257,Beer Bar,49.262321,-123.09306
540,Level V Bakery,4.5,37,49.2639097,-123.100087946936,Desserts,49.262321,-123.09306
556,Ignite Pizzeria Mount Pleasant,4.1,84,49.26228,-123.10064,Pizza,49.262321,-123.09306
1792,House of Dosas,3.8,487,49.2503625,-123.0762445,Indian,49.262321,-123.09306
985,The HideOut Diner,4.6,20,49.2688895,-123.0811837,Breakfast & Brunch,49.262321,-123.09306
913,Blaze Gourmet Burgers,4.4,44,49.266709,-123.103814,Burgers,49.262321,-123.09306
214,Lunch Lady,4.1,289,49.27497,-123.06915,Vietnamese,49.275882,-123.071865
162,Downlow Chicken Shack,4.1,296,49.2765067,-123.0696349,Chicken Shop,49.275882,-123.071865
252,Sula Indian Restaurant,4.1,313,49.2745279,-123.0693263,Indian,49.275882,-123.071865
191,Absinthe Bistro,4.6,150,49.27607,-123.0692457,French,49.275882,-123.071865
163,Kin Kao Thai Kitchen,3.9,180,49.276516,-123.0696335,Thai,49.275882,-123.071865
306,Havana,3.5,411,49.273708,-123.069271,Latin American,49.275882,-123.071865
381,Takenaka,4.3,101,49.2783093,-123.0755801,Japanese,49.275882,-123.071865
159,Eternal Abundance,4.0,127,49.2755401,-123.0696449,Vegan,49.275882,-123.071865
244,Kulinarya,4.0,76,49.2744901,-123.0693269,Filipino,49.275882,-123.071865
187,Mogu Fried Chicken,4.7,32,49.2756074483614,-123.069326430559,Japanese,49.275882,-123.071865
344,Pepino's,4.1,169,49.2787695,-123.0705849,Italian,49.275882,-123.071865
484,Harbour Oyster + Bar,4.1,87,49.2718946138822,-123.069181591272,Cocktail Bars,49.275882,-123.071865
202,Sweet Cherubim,3.3,125,49.2746855,-123.0697373,Vegetarian,49.275882,-123.071865
198,Bombay Kitchen and Bar,4.1,72,49.2753791,-123.06925001456972,Indian,49.275882,-123.071865
555,Sopra Sotto,4.0,158,49.2711051,-123.0694651,Pizza,49.275882,-123.071865
344,Caffe La Tana,4.5,56,49.2788597356837,-123.070581380828,Cafes,49.275882,-123.071865
670,La Mezcaleria,3.8,314,49.2702237,-123.0694136,Mexican,49.275882,-123.071865
1924,Fassil Ethiopian Restaurant,4.3,155,49.262316686122,-123.08833077466,Ethiopian,49.275882,-123.071865
511,Via Tevere Pizzeria,4.1,363,49.27387530438791,-123.06553445802784,Italian,49.275882,-123.071865
172,Windjammer,3.6,80,49.2760774,-123.0695147,Fish & Chips,49.275882,-123.071865
1032,Kishimoto Japanese Kitchen,4.4,547,49.2665099,-123.06935,Japanese,49.275882,-123.071865
168,Vennie's Sub Shop,4.6,11,49.27644430120353,-123.06971943921737,Sandwiches,49.275882,-123.071865
436,Famoso Neapolitan Pizzeria,3.4,262,49.272346,-123.0693715,Pizza,49.275882,-123.071865
421,Memphis Blues,3.5,134,49.2723737,-123.0693711,Barbeque,49.275882,-123.071865
462,Marcello,3.0,366,49.27204590144254,-123.06943334795372,Pizza,49.275882,-123.071865
1204,Tacofino Commissary,3.8,330,49.281311298366035,-123.0574981,Mexican,49.275882,-123.071865
758,Axum Restaurant,4.4,80,49.2814936637038,-123.07779582314,Ethiopian,49.275882,-123.071865
168,Sunrise Pizza & Steak House,3.5,86,49.2759073,-123.0695552,Pizza,49.275882,-123.071865
1228,Dundas Eat + Drink,4.2,79,49.285084,-123.062273,Vietnamese,49.275882,-123.071865
369,Fujiya Japanese Foods,3.9,140,49.27649,-123.07684,Japanese,49.275882,-123.071865
478,Viet Family- The Vegan House,4.8,40,49.271884015489945,-123.06942675558966,Vietnamese,49.275882,-123.071865
232,Thai Basil,3.8,50,49.27416,-123.06996,Thai,49.275882,-123.071865
1850,Yook Korean Grilled BBQ & Bistro,3.8,100,49.2629225,-123.0564851,Korean,49.275882,-123.071865
812,Pink Pearl Chinese Restaurant,3.2,171,49.2806799,-123.08023,Seafood,49.275882,-123.071865
227,The Pizza Castle & Indian Curry,3.9,23,49.2746537,-123.0693243,Pizza,49.275882,-123.071865
1288,Jamjar - Folk Lebanese Food,3.8,270,49.264412,-123.0695951,Lebanese,49.275882,-123.071865
1322,Bai Bua Thai Cuisine,4.1,152,49.28142,-123.05564,Thai,49.275882,-123.071865
1280,B House,4.3,34,49.264473795087,-123.069533295929,Asian Fusion,49.275882,-123.071865
503,The Charlatan,3.2,166,49.2717298,-123.0697249,American,49.275882,-123.071865
1587,Tamam: Fine Palestinian Cuisine,4.2,188,49.281027,-123.051462,Middle Eastern,49.275882,-123.071865
980,The Red Wagon,3.9,652,49.28122323218941,-123.06112288953248,Diners,49.275882,-123.071865
247,Sing Sing,4.0,8,49.2741085,-123.0698051,Bars,49.275882,-123.071865
1180,The HideOut Diner,4.6,20,49.2688895,-123.0811837,Breakfast & Brunch,49.275882,-123.071865
195,Britannia Sushi,2.9,70,49.2754978,-123.0693751,Sushi Bars,49.275882,-123.071865
606,Dolce Amore,4.4,155,49.27069306211316,-123.06932196564716,Ice Cream & Frozen Yogurt,49.275882,-123.071865
493,Tandoori Palace,3.6,141,49.2717682,-123.0697249,Indian,49.275882,-123.071865
216,Griffin Transportation,4.6,11,49.2766157,-123.0746249,Limos,49.275882,-123.071865
191,Zawa,2.5,87,49.2763761,-123.0693651,Burgers,49.275882,-123.071865
867,Yama Cafe,4.4,105,49.2813049,-123.0632877,Cafes,49.275882,-123.071865
791,La Grotta Del Formaggio,4.4,217,49.2688848,-123.0697849,Delis,49.275882,-123.071865
125,España Restaurant,4.2,262,49.2880552,-123.1404114,Spanish,49.28803,-123.142135
636,Guu with Garlic,4.3,1105,49.290249,-123.1338142,Japanese,49.28803,-123.142135
133,Cactus Club Cafe,3.7,373,49.28689653721021,-123.14273036,Canadian (New),49.28803,-123.142135
476,Kingyo,4.4,1241,49.29073911099211,-123.13705023185994,Japanese,49.28803,-123.142135
155,Noah's Cafe,4.7,49,49.28827635407216,-123.1400279,Japanese,49.28803,-123.142135
64,Papi's Seafood and Oyster Bar,3.6,68,49.2877438,-123.1413624,Seafood,49.28803,-123.142135
146,CRAFT Beer Market,4.0,51,49.2864807,-123.142214,Beer Bar,49.28803,-123.142135
125,Café Portrait,4.4,85,49.2881056129168,-123.140413686633,Cafes,49.28803,-123.142135
177,Legendary Noodle House,3.7,248,49.2883958,-123.13983,Chinese,49.28803,-123.142135
80,Sylvia's Restaurant and Lounge,3.1,105,49.28864,-123.14242,Canadian (New),49.28803,-123.142135
113,Vonns,4.6,63,49.28724,-123.14124,Burgers,49.28803,-123.142135
122,Hook Restaurant,3.7,138,49.2870144,-123.1419204,Seafood,49.28803,-123.142135
327,Peaked Pies,4.4,219,49.2896489,-123.1384797,Australian,49.28803,-123.142135
730,Saku,4.5,480,49.289223,-123.132266,Japanese,49.28803,-123.142135
142,The Park Pub,3.7,78,49.28694973954,-123.141087285986,Gastropubs,49.28803,-123.142135
113,Beeryani Indian Bistro & Bar,4.5,41,49.28724,-123.14124,Indian,49.28803,-123.142135
694,Maruhachi Ra-men,4.3,794,49.2905691,-123.1333951,Ramen,49.28803,-123.142135
2056,The Flying Pig - Yaletown,4.0,1397,49.27501,-123.122,Canadian (New),49.28803,-123.142135
1319,Joe Fortes Seafood & Chop House,4.0,1387,49.284968691771624,-123.12455980835064,Seafood,49.28803,-123.142135
1193,Hello Nori ,4.5,285,49.28559747478766,-123.1261163,Japanese,49.28803,-123.142135
759,Sura Korean Cuisine,4.1,467,49.2888601838143,-123.131742169312,Korean,49.28803,-123.142135
554,Zakkushi on Denman,4.2,274,49.291208,-123.136248,Japanese,49.28803,-123.142135
1827,Teahouse in Stanley Park,4.1,470,49.3012529987012,-123.157079257071,Seafood,49.28803,-123.142135
101,The Bayside Lounge,3.5,112,49.287253358297264,-123.14140134388248,Lounges,49.28803,-123.142135
791,The Red Accordion,4.6,123,49.29025,-123.131768,Cocktail Bars,49.28803,-123.142135
628,Tavola,4.4,395,49.2918164,-123.1357186,Italian,49.28803,-123.142135
122,Big Bang Sushi,4.8,32,49.2883087715973,-123.140502534807,Japanese,49.28803,-123.142135
1737,Manoush'eh,4.8,264,49.27667072314417,-123.12570086148996,Lebanese,49.28803,-123.142135
106,The Three Brits Public House,3.7,110,49.2871042,-123.1418124,Pubs,49.28803,-123.142135
219,93 Coffee,4.5,19,49.28853156299956,-123.1392191,Cafes,49.28803,-123.142135
837,Score on Davie,4.3,372,49.2823221457395,-123.134614739512,Sports Bars,49.28803,-123.142135
70,Chicken World,3.9,29,49.28779507470486,-123.14124193187712,Chicken Shop,49.28803,-123.142135
641,Dinesty Dumpling House,3.9,1017,49.2908176,-123.1343912,Chinese,49.28803,-123.142135
959,Ramen Danbo - Robson,4.4,707,49.2874959131639,-123.128934167326,Ramen,49.28803,-123.142135
1227,Kosoo,4.3,140,49.28494,-123.12592,Korean,49.28803,-123.142135
1668,The Mexican Antojitos Y Cantina,4.3,422,49.2787726,-123.1240268,Mexican,49.28803,-123.142135
1627,Sushi Jin,4.6,151,49.2795794102629,-123.123817518353,Japanese,49.28803,-123.142135
1666,Tendon Kohaku,4.3,186,49.28107123873706,-123.12179426645872,Japanese,49.28803,-123.142135
1123,Cardero's Restaurant & Marine Pub,3.9,728,49.2914561357511,-123.127575841549,Seafood,49.28803,-123.142135
1079,Horin Tonkotsu Ramen ,4.2,188,49.28617,-123.12749,Ramen,49.28803,-123.142135
485,Robba da Matti West End,3.9,93,49.29172,-123.13857,Italian,49.28803,-123.142135
1501,JOEY Burrard,4.1,651,49.282606,-123.1231879,Canadian (New),49.28803,-123.142135
987,Tom Sushi,4.7,309,49.2815608,-123.1327476,Sushi Bars,49.28803,-123.142135
652,Hokkaido Ramen Santouka,4.2,1011,49.290236,-123.133811,Ramen,49.28803,-123.142135
1439,Fat Mao Noodles,4.4,92,49.27982129999999,-123.1267997,Noodles,49.28803,-123.142135
1348,Tableau Bar Bistro,4.0,313,49.287494,-123.1235689,Bars,49.28803,-123.142135
1371,Le Crocodile Restaurant,4.3,482,49.2825393,-123.1252052,French,49.28803,-123.142135
1283,Guu Original Thurlow,4.1,824,49.2839786648396,-123.125567978574,Japanese,49.28803,-123.142135
658,Jingle Bao,4.1,215,49.291609,-123.134917,Asian Fusion,49.28803,-123.142135
117,Rio Brazilian Steakhouse,2.4,213,49.287960590433606,-123.14051934294076,Steakhouses,49.28803,-123.142135
2075,Miku,4.4,2457,49.28691298612272,-123.11304877258942,Japanese,49.273777,-123.092723
653,Phnom Penh,4.2,1843,49.278431,-123.098205,Cambodian,49.273777,-123.092723
540,Bodega On Main,3.8,236,49.27548853708847,-123.09968391901442,Spanish,49.273777,-123.092723
1313,Kozak Ukrainian Restaurant,4.6,87,49.282654874794794,-123.1046559827506,Ukrainian,49.273777,-123.092723
1435,Chambar,4.2,1635,49.2801460007961,-123.109925328073,Belgian,49.273777,-123.092723
1295,Tokyo In April,4.4,106,49.2806813,-123.1073936,Japanese,49.273777,-123.092723
1282,Di Beppe,4.2,171,49.28237705581659,-123.10450043738042,Italian,49.273777,-123.092723
1583,Nuba in Gastown,4.0,820,49.2827625062516,-123.109646101134,Mediterranean,49.273777,-123.092723
1067,The Mackenzie Room,4.5,215,49.2832349,-123.0948578,Canadian (New),49.273777,-123.092723
965,Chinatown BBQ,4.4,362,49.280294,-123.1015,Barbeque,49.273777,-123.092723
1299,Caveman Cafe,4.4,299,49.280802324947445,-123.10703500282293,Organic Stores,49.273777,-123.092723
1426,Jam Cafe on Beatty,4.4,1502,49.2802586,-123.1096376,Breakfast & Brunch,49.273777,-123.092723
1314,Fassil Ethiopian Restaurant,4.3,155,49.262316686122,-123.08833077466,Ethiopian,49.273777,-123.092723
1280,Alibi Room,4.3,583,49.284201944511,-123.1001915385,Pubs,49.273777,-123.092723
552,Torafuku,3.8,240,49.27589499983855,-123.09961118220762,Asian Fusion,49.273777,-123.092723
1387,Gringo,4.3,301,49.2831553214634,-123.105335897068,Mexican,49.273777,-123.092723
699,Oyster Express,4.5,173,49.2792784082144,-123.097397130932,Seafood,49.273777,-123.092723
1367,LOCAL Public Eatery Gastown,4.3,175,49.2835742,-123.1039517,Gastropubs,49.273777,-123.092723
1843,La Taqueria Pinche Taco Shop,4.2,708,49.263617,-123.112593,Mexican,49.273777,-123.092723
1618,Pourhouse Restaurant,4.0,593,49.2841134475502,-123.10842879595,Cocktail Bars,49.273777,-123.092723
863,Bao Bei Chinese Brasserie,3.9,449,49.2796095312486,-123.100574596039,Chinese,49.273777,-123.092723
652,The Irish Heather Shebeen,4.1,259,49.27845932651142,-123.09813082383894,Irish,49.273777,-123.092723
856,Kissa Tanto,4.1,319,49.2806222,-123.09811350061167,Japanese,49.273777,-123.092723
1125,Cuchillo,4.1,308,49.283262611469,-123.098110155039,Latin American,49.273777,-123.092723
1349,Twisted Fork,4.1,1147,49.283194,-123.104445,French,49.273777,-123.092723
713,Fat Mao,3.9,266,49.27881,-123.09893,Asian Fusion,49.273777,-123.092723
1121,St Lawrence Restaurant,4.3,176,49.2832584031253,-123.097993419888,French,49.273777,-123.092723
1240,Ask For Luigi,4.1,562,49.2844485,-123.0976786,Italian,49.273777,-123.092723
1004,Zarak By Afghan Kitchen,4.5,125,49.266224,-123.1006089,Afghan,49.273777,-123.092723
592,Crackle Creme,4.3,292,49.27776,-123.0981399,Desserts,49.273777,-123.092723
1188,The Belgard Kitchen,4.0,229,49.2843189,-123.0953933,Tapas/Small Plates,49.273777,-123.092723
859,Mila,4.3,131,49.27970565629694,-123.10030422654545,Vegan,49.273777,-123.092723
1349,L'Abattoir,4.2,614,49.2831869855333,-123.104450140894,French,49.273777,-123.092723
1354,Fable Diner,3.9,354,49.2630749,-123.1019822,Diners,49.273777,-123.092723
1228,PiDGiN,4.0,347,49.2819071402452,-123.104188653967,Japanese,49.273777,-123.092723
1634,Browns Socialhouse QE Theatre,4.2,73,49.279919,-123.112788,Burgers,49.273777,-123.092723
867,Salt Chinatown,4.1,513,49.28042301,-123.09855695,Wine Bars,49.273777,-123.092723
1271,AJ's Brooklyn Pizza Joint,4.2,175,49.2629437687572,-123.098307028413,Pizza,49.273777,-123.092723
1388,MeeT,4.1,536,49.28343624826065,-123.1048494822089,Comfort Food,49.273777,-123.092723
1159,Calabash Bistro,4.0,300,49.281004479966,-123.104228199529,Caribbean,49.273777,-123.092723
1363,Six Acres,3.9,309,49.283363150344336,-123.1044223000027,Pubs,49.273777,-123.092723
1778,Pholicious,4.3,180,49.28297,-123.11279,Vietnamese,49.273777,-123.092723
1622,Nemesis Coffee,4.4,324,49.28281595985871,-123.11027107703038,Cafes,49.273777,-123.092723
846,Virtuous Pie,4.2,318,49.279716,-123.0999343,Pizza,49.273777,-123.092723
1647,La Taqueria Pinche Taco Shop,4.3,550,49.282912,-123.110593,Mexican,49.273777,-123.092723
623,Pizzeria Farina,4.2,236,49.27662275332361,-123.10011416319465,Pizza,49.273777,-123.092723
703,Fiorino,4.1,59,49.2784351,-123.0992476,Italian,49.273777,-123.092723
1265,Song,4.4,44,49.2629749,-123.0986667,Thai,49.273777,-123.092723
1382,Axum Restaurant,4.4,80,49.2814936637038,-123.07779582314,Ethiopian,49.273777,-123.092723
217,Luca Restaurant,4.0,6,49.27198772,-123.09441886,Mediterranean,49.273777,-123.092723
1244,Salmon n' Bannock,4.5,246,49.2631378,-123.1296705,Canadian (New),49.259469,-123.145718
971,Fable Kitchen,4.3,809,49.2679331,-123.149019,Canadian (New),49.259469,-123.145718
1265,AnnaLena,4.5,377,49.2708261,-123.1467714,Canadian (New),49.259469,-123.145718
401,The Stable House Bistro,4.1,113,49.2597322720703,-123.140207185371,French,49.259469,-123.145718
643,Delhi 6 Indian Bistro,4.4,150,49.2653386,-123.1449329,Indian,49.259469,-123.145718
979,Ramen Danbo,4.3,515,49.26828,-123.146431,Ramen,49.259469,-123.145718
1243,Au Comptoir,3.9,241,49.268034328356,-123.15672487756,French,49.259469,-123.145718
1321,Raisu,4.2,546,49.2679990419609,-123.158381134272,Japanese,49.259469,-123.145718
1240,Delara,4.3,66,49.2680486,-123.1569183,Persian/Iranian,49.259469,-123.145718
1010,Chi Vegan,3.9,230,49.2681947,-123.1487738,Vietnamese,49.259469,-123.145718
795,Novo Italian,3.9,176,49.2666178,-123.1454221,Wine Bars,49.259469,-123.145718
791,Salade de Fruits Cafe,4.2,186,49.2655161,-123.1401237,French,49.259469,-123.145718
962,Maenam,3.9,419,49.26787,-123.1488979,Thai,49.259469,-123.145718
532,Breakfast Table,4.3,281,49.25855,-123.13856,Breakfast & Brunch,49.259469,-123.145718
1514,The Ellis,4.2,92,49.2715661205375,-123.155288726822,Cocktail Bars,49.259469,-123.145718
1224,Afghan Horsemen Restaurant,3.9,273,49.2694847203493,-123.138735294342,Middle Eastern,49.259469,-123.145718
440,Osaka Teppanyaki Steak & Seafood House,3.8,121,49.263417,-123.1453266,Japanese,49.259469,-123.145718
628,Unchai Thai Restaurant,4.4,97,49.265112,-123.145913,Thai,49.259469,-123.145718
1004,Casereccio Foods,4.6,64,49.2642,-123.15742,Italian,49.259469,-123.145718
528,Bin 4 Burger Lounge,3.7,129,49.25902,-123.13833,Burgers,49.259469,-123.145718
598,Mazahr Lebanese Kitchen,4.7,66,49.2615511,-123.1383052,Lebanese,49.259469,-123.145718
1147,Don at Kitsilano,4.5,37,49.26803615562396,-123.1545255,Asian Fusion,49.259469,-123.145718
1266,New Fuji,4.3,45,49.27082027992868,-123.14700923860072,Japanese,49.259469,-123.145718
1277,Oddfish,4.1,92,49.2708136,-123.1475237,Seafood,49.259469,-123.145718
1149,Jam Cafe,4.3,274,49.2682705,-123.1539827,Breakfast & Brunch,49.259469,-123.145718
592,Earls Kitchen + Bar,3.2,216,49.26401911505449,-123.1414752,Canadian (New),49.259469,-123.145718
1494,Octopus Garden,3.9,160,49.2726349,-123.149816,Japanese,49.259469,-123.145718
1708,Dark Table,4.0,558,49.2685699,-123.16481,Canadian (New),49.259469,-123.145718
479,Le Coq Frit,4.4,56,49.2636151,-123.1479001,Chicken Shop,49.259469,-123.145718
1622,Tap & Barrel - Bridges,4.3,117,49.2727468,-123.1359964,Breakfast & Brunch,49.259469,-123.145718
801,Temaki Sushi,4.2,174,49.263919,-123.154395,Sushi Bars,49.259469,-123.145718
1138,Patisserie Lebeau,4.3,131,49.2696509840324,-123.144082948565,Bakeries,49.259469,-123.145718
1024,Their There,4.1,135,49.2679649501648,-123.151158941154,Breakfast & Brunch,49.259469,-123.145718
1462,The Liberty Distillery,4.4,140,49.27043706794651,-123.13461197325265,Distilleries,49.259469,-123.145718
