distance_foursquare,name,popularity,rating_foursquare,latitude_foursquare,longitude_foursquare,category_foursquare,bike_latitude,bike_longitude,free_bikes,empty_slots,distance_yelp,rating_yelp,review_count,latitude_yelp,longitude_yelp,category_yelp
,Sushi Jin,,,,,,49.27551,-123.13307,12,10,809.0,4.6,151.0,49.2795794102629,-123.123817518353,Japanese
496.0,Sushi Mugen,0.979802298314483,8.2,49.278667,-123.128226,Sushi Restaurant,49.27551,-123.13307,12,10,,,,,,
251.0,Sushi Osaka,0.9684661924935546,8.0,49.277632,-123.131868,Sushi Restaurant,49.27551,-123.13307,12,10,,,,,,
,Tap & Barrel - Bridges,,,,,,49.27551,-123.13307,12,10,395.0,4.3,117.0,49.2727468,-123.1359964,Breakfast & Brunch
152.0,Tartine Bread & Pies,0.9853084068560768,7.2,49.274482,-123.13168,Bakery,49.27551,-123.13307,12,10,,,,,,
,Tendon Kohaku,,,,,,49.27551,-123.13307,12,10,1025.0,4.3,186.0,49.28107123873706,-123.12179426645872,Japanese
539.0,Thai Basil Restaurant,0.9782476323733272,8.0,49.280355,-123.131452,Thai Restaurant,49.27551,-123.13307,12,10,,,,,,
870.0,The Famous Warehouse,0.9939497583790016,7.9,49.279552,-123.122866,Gastropub,49.27551,-123.13307,12,10,,,,,,
,The Flying Pig - Yaletown,,,,,,49.27551,-123.13307,12,10,805.0,4.0,1397.0,49.27501,-123.122,Canadian (New)
787.0,The Flying Pig Yaletown,0.9542280435824686,8.7,49.275181,-123.122007,Restaurant,49.27551,-123.13307,12,10,,,,,,
995.0,The Keg Steakhouse + Bar,0.9859432287820488,8.2,49.27671,-123.11946,Steakhouse,49.27551,-123.13307,12,10,,,,,,
573.0,The Liberty Distillery,0.9705779470636248,8.7,49.270379,-123.134574,Distillery,49.27551,-123.13307,12,10,,,,,,
,The Mexican Antojitos Y Cantina,,,,,,49.27551,-123.13307,12,10,751.0,4.3,422.0,49.2787726,-123.1240268,Mexican
948.0,The Parlour,0.9807350978791766,8.7,49.276782,-123.120196,Pizzeria,49.27551,-123.13307,12,10,,,,,,
374.0,The Sandbar Seafood Restaurant,0.9702670138753936,8.3,49.27216,-123.134158,Lounge,49.27551,-123.13307,12,10,,,,,,
696.0,The Templeton,0.9903610711648334,8.2,49.278491,-123.124398,Bistro,49.27551,-123.13307,12,10,,,,,,
608.0,The Vancouver Fish Co,0.969191703266094,7.9,49.270626,-123.13646,Seafood Restaurant,49.27551,-123.13307,12,10,,,,,,
476.0,Tim Hortons,0.992524647932942,7.5,49.277591,-123.127241,"Cafe, Coffee, and Tea House",49.27551,-123.13307,12,10,,,,,,
673.0,Tom Sushi,0.97496987834739,8.7,49.28157,-123.132773,Sushi Restaurant,49.27551,-123.13307,12,10,678.0,4.7,309.0,49.2815608,-123.1327476,Sushi Bars
991.0,West Oak,0.9603301074015056,7.9,49.276319,-123.11967,American Restaurant,49.27551,-123.13307,12,10,,,,,,
,inBtwn Cafe,,,,,,49.27551,-123.13307,12,10,60.0,4.8,10.0,49.27511,-123.13377,Coffee & Tea
965.0,Alibi Room,0.974231412025341,8.8,49.284288,-123.10023,Beer Bar,49.2756,-123.102661,7,11,973.0,4.3,583.0,49.284201944511,-123.1001915385,Pubs
615.0,Amato Gelato Cafe,0.9929392255172504,8.0,49.270065,-123.102995,Ice Cream Parlor,49.2756,-123.102661,7,11,,,,,,
457.0,Bao Bei,0.976317255496392,9.0,49.279609,-123.100805,Chinese Restaurant,49.2756,-123.102661,7,11,,,,,,
,Bao Bei Chinese Brasserie,,,,,,49.2756,-123.102661,7,11,471.0,3.9,449.0,49.2796095312486,-123.100574596039,Chinese
,Blue Water Cafe,,,,,,49.2756,-123.102661,7,11,1341.0,4.4,1160.0,49.2761945,-123.1209935,Seafood
,Bodega On Main,,,,,,49.2756,-123.102661,7,11,216.0,3.8,236.0,49.27548853708847,-123.09968391901442,Spanish
219.0,Bodega on Main,0.9907367821006128,7.6,49.275439,-123.099639,Tapas Restaurant,49.2756,-123.102661,7,11,,,,,,
608.0,CRAFT Beer Market Vancouver,0.9945457136564448,8.3,49.270591,-123.106447,Beer Garden,49.2756,-123.102661,7,11,,,,,,
,Cactus Club Cafe,,,,,,49.2756,-123.102661,7,11,1611.0,4.1,536.0,49.28554081466174,-123.11881637137162,Canadian (New)
,Caveman Cafe,,,,,,49.2756,-123.102661,7,11,660.0,4.4,299.0,49.280802324947445,-123.10703500282293,Organic Stores
721.0,Chambar,0.9941311360721364,8.9,49.280213,-123.1097,Belgian Restaurant,49.2756,-123.102661,7,11,730.0,4.2,1635.0,49.2801460007961,-123.109925328073,Belgian
556.0,Chinatown BBQ,0.9782735434723464,8.3,49.280546,-123.101453,BBQ Joint,49.2756,-123.102661,7,11,529.0,4.4,362.0,49.280294,-123.1015,Barbeque
570.0,Costco Food Court,0.9796209206213482,7.5,49.278463,-123.108902,Fast Food Restaurant,49.2756,-123.102661,7,11,,,,,,
,Crackle Creme,,,,,,49.2756,-123.102661,7,11,407.0,4.3,292.0,49.27776,-123.0981399,Desserts
106.0,Creekside Park,0.9984712451578632,9.0,49.274585,-123.102893,Restaurant,49.2756,-123.102661,7,11,,,,,,
,Dalina,,,,,,49.2756,-123.102661,7,11,395.0,4.3,88.0,49.27871720471554,-123.1000357527092,Grocery
727.0,Devil's Elbow Ale & Smoke House,0.96898441447394,7.7,49.28027,-123.109705,Bar,49.2756,-123.102661,7,11,,,,,,
,Di Beppe,,,,,,49.2756,-123.102661,7,11,765.0,4.2,171.0,49.28237705581659,-123.10450043738042,Italian
737.0,Earnest Ice Cream,0.9867594284011556,9.3,49.268876,-123.102894,Ice Cream Parlor,49.2756,-123.102661,7,11,,,,,,
950.0,Electric Bicycle Brewing,0.9610556181740448,8.2,49.267115,-123.104285,Brewery,49.2756,-123.102661,7,11,,,,,,
779.0,Faculty Brewing Co,0.9484757796001916,8.4,49.268552,-123.104488,Bar,49.2756,-123.102661,7,11,,,,,,
914.0,Fanny Bay Oyster Bar & Shellfish Market,0.9881068055501574,9.1,49.278557,-123.114183,Seafood Restaurant,49.2756,-123.102661,7,11,895.0,4.4,913.0,49.2787525,-123.1138689,Seafood
,Fassil Ethiopian Restaurant,,,,,,49.2756,-123.102661,7,11,1806.0,4.3,155.0,49.262316686122,-123.08833077466,Ethiopian
,Fat Mao,,,,,,49.2756,-123.102661,7,11,443.0,3.9,266.0,49.27881,-123.09893,Asian Fusion
430.0,Fat Mao Noodles,0.960096907510332,6.9,49.278692,-123.099348,Chinese Restaurant,49.2756,-123.102661,7,11,,,,,,
,Fiorino,,,,,,49.2756,-123.102661,7,11,408.0,4.1,59.0,49.2784351,-123.0992476,Italian
,Five Sails Restaurant,,,,,,49.2756,-123.102661,7,11,1583.0,4.3,223.0,49.2880313351364,-123.113292160758,French
815.0,Frankie's Italian Kitchen & Bar,0.9682589037014004,7.8,49.278181,-123.113339,Lounge,49.2756,-123.102661,7,11,,,,,,
740.0,Funky Winker Beans,0.9805537201860416,7.2,49.281922,-123.10587,Dive Bar,49.2756,-123.102661,7,11,,,,,,
,Gotham Steakhouse & Bar,,,,,,49.2756,-123.102661,7,11,1257.0,4.1,461.0,49.28290359590047,-123.115883832301,Steakhouses
,Gringo,,,,,,49.2756,-123.102661,7,11,862.0,4.3,301.0,49.2831553214634,-123.105335897068,Mexican
,Hawksworth Restaurant,,,,,,49.2756,-123.102661,7,11,1478.0,4.0,713.0,49.2833971,-123.1191704,Canadian (New)
753.0,Honey Salt,0.993016958814308,8.4,49.275175,-123.11284,Restaurant,49.2756,-123.102661,7,11,,,,,,
,JINYA Ramen Bar - Vancouver Downtown,,,,,,49.2756,-123.102661,7,11,1224.0,3.9,487.0,49.28031515071204,-123.1179057,Ramen
764.0,JJ Bean Coffee Roasters,0.984984518118336,8.0,49.270118,-123.109002,Coffee Shop,49.2756,-123.102661,7,11,,,,,,
,JOEY Burrard,,,,,,49.2756,-123.102661,7,11,1681.0,4.1,651.0,49.282606,-123.1231879,Canadian (New)
708.0,JW Marriott Executive Lounge,0.9767188775311904,7.5,49.275375,-123.112532,Lounge,49.2756,-123.102661,7,11,,,,,,
,Jam Cafe on Beatty,,,,,,49.2756,-123.102661,7,11,727.0,4.4,1502.0,49.2802586,-123.1096376,Breakfast & Brunch
463.0,Juke Fried Chicken,0.9849974736678456,7.6,49.279372,-123.100298,Bar,49.2756,-123.102661,7,11,,,,,,
444.0,Keefer Bar,0.9840258074546232,9.1,49.279619,-123.101293,Cocktail Bar,49.2756,-123.102661,7,11,,,,,,
627.0,Kissa Tanto,0.9652402606656562,8.8,49.28055,-123.098127,Italian Restaurant,49.2756,-123.102661,7,11,649.0,4.1,319.0,49.2806222,-123.09811350061167,Japanese
795.0,Kozak Homemade Ukrainian Food,0.9792192985865495,7.9,49.282647,-123.104553,Ukrainian Restaurant,49.2756,-123.102661,7,11,,,,,,
,Kozak Ukrainian Restaurant,,,,,,49.2756,-123.102661,7,11,798.0,4.6,87.0,49.2826548747948,-123.1046559827506,Ukrainian
,LOCAL Public Eatery Gastown,,,,,,49.2756,-123.102661,7,11,900.0,4.3,175.0,49.2835742,-123.1039517,Gastropubs
870.0,La Casita Mexican Restaurant,0.9788954098488089,7.8,49.283075,-123.106942,American Restaurant,49.2756,-123.102661,7,11,,,,,,
,La Taqueria Pinche Taco Shop,,,,,,49.2756,-123.102661,7,11,1524.0,4.2,708.0,49.263617,-123.112593,Mexican
1019.0,Library Square Public House,0.9847772293261818,6.9,49.279953,-123.114494,Restaurant,49.2756,-123.102661,7,11,,,,,,
884.0,Local Gastown,0.982872763548266,7.9,49.283692,-123.104074,New American Restaurant,49.2756,-123.102661,7,11,,,,,,
,Lupo,,,,,,49.2756,-123.102661,7,11,1105.0,4.3,482.0,49.278222058049096,-123.11735347768747,Italian
,Medina Cafe,,,,,,49.2756,-123.102661,7,11,1174.0,4.2,2748.0,49.2804429972571,-123.117036269849,Breakfast & Brunch
612.0,Mello,0.9818751862360242,8.4,49.280489,-123.098771,Donut Shop,49.2756,-123.102661,7,11,,,,,,
,Miku,,,,,,49.2756,-123.102661,7,11,1466.0,4.4,2457.0,49.28691298612272,-123.11304877258942,Japanese
,Mila,,,,,,49.2756,-123.102661,7,11,487.0,4.3,131.0,49.27970565629694,-123.10030422654545,Vegan
813.0,Narrow Lounge,0.9510539339526086,8.1,49.268334,-123.100495,Lounge,49.2756,-123.102661,7,11,,,,,,
742.0,Nelson the Seagull,0.969865391840595,8.8,49.282251,-123.104519,Bakery,49.2756,-123.102661,7,11,,,,,,
946.0,Nemesis Coffee,0.9855286511977406,9.0,49.282787,-123.110244,Coffee Shop,49.2756,-123.102661,7,11,,,,,,
545.0,New Town Bakery & Restaurant,0.9888711829712256,8.3,49.280309,-123.100946,Bakery,49.2756,-123.102661,7,11,,,,,,
,Nightingale,,,,,,49.2756,-123.102661,7,11,1711.0,4.1,581.0,49.2874110331456,-123.117770967577,Live/Raw Food
828.0,Nook,0.9822897638203324,8.1,49.269521,-123.109276,Italian Restaurant,49.2756,-123.102661,7,11,,,,,,
,Nuba in Gastown,,,,,,49.2756,-123.102661,7,11,944.0,4.0,820.0,49.2827625062516,-123.109646101134,Mediterranean
,OEB Breakfast Co. - Yaletown,,,,,,49.2756,-123.102661,7,11,1228.0,4.3,968.0,49.273438,-123.119289,Breakfast & Brunch
,Oyster Express,,,,,,49.2756,-123.102661,7,11,560.0,4.5,173.0,49.2792784082144,-123.097397130932,Seafood
457.0,Phnom Penh,0.9910606708383536,9.0,49.278403,-123.098188,Cambodian Restaurant,49.2756,-123.102661,7,11,451.0,4.2,1843.0,49.278431,-123.098205,Cambodian
,PiDGiN,,,,,,49.2756,-123.102661,7,11,710.0,4.0,347.0,49.2819071402452,-123.104188653967,Japanese
,Pizzeria Farina,,,,,,49.2756,-123.102661,7,11,217.0,4.2,236.0,49.27662275332361,-123.10011416319465,Pizza
,Pourhouse Restaurant,,,,,,49.2756,-123.102661,7,11,1035.0,4.0,593.0,49.2841134475502,-123.10842879595,Cocktail Bars
777.0,Prado Cafe,0.9783124101208752,8.1,49.281917,-123.107411,Café,49.2756,-123.102661,7,11,,,,,,
593.0,Propaganda Coffee,0.9799707204581082,8.0,49.280499,-123.099259,Café,49.2756,-123.102661,7,11,,,,,,
920.0,R & B Brewing Inc,0.9692435254641326,9.0,49.26727,-123.103568,Brewery,49.2756,-123.102661,7,11,,,,,,
889.0,Red Truck Beer,0.970461347118038,8.1,49.268585,-123.097272,Brewery,49.2756,-123.102661,7,11,,,,,,
970.0,Revolver,0.9838832964100171,9.3,49.283261,-123.109473,Café,49.2756,-123.102661,7,11,,,,,,
,Riley's Fish & Steak,,,,,,49.2756,-123.102661,7,11,1615.0,4.2,125.0,49.287641996861865,-123.1151089,Seafood
,Robba da Matti,,,,,,49.2756,-123.102661,7,11,1323.0,4.2,544.0,49.2753397,-123.1208967,Italian
,Rodney's Oyster House,,,,,,49.2756,-123.102661,7,11,1496.0,4.0,889.0,49.274326,-123.123131,Seafood
509.0,Rogers Arena,0.9988210449946234,8.8,49.277856,-123.108688,Concert Hall,49.2756,-123.102661,7,11,,,,,,
,Saku,,,,,,49.2756,-123.102661,7,11,1722.0,4.3,273.0,49.2631006,-123.11667523250104,Japanese
,St Lawrence Restaurant,,,,,,49.2756,-123.102661,7,11,916.0,4.3,176.0,49.2832584031253,-123.097993419888,French
482.0,Tap & Barrel,0.9802168758987913,7.7,49.271827,-123.106065,Gastropub,49.2756,-123.102661,7,11,,,,,,
,Tendon Kohaku,,,,,,49.2756,-123.102661,7,11,1515.0,4.3,186.0,49.28107123873706,-123.12179426645872,Japanese
538.0,Terra Breads,0.9784808322645004,8.9,49.271451,-123.107006,Bakery,49.2756,-123.102661,7,11,,,,,,
201.0,The Boxcar,0.933486208817547,8.9,49.276469,-123.100214,Arts and Entertainment,49.2756,-123.102661,7,11,,,,,,
972.0,The Cambie,0.9909181597937476,7.9,49.283214,-123.109063,Pub,49.2756,-123.102661,7,11,,,,,,
929.0,The Charles Bar,0.9549924210035368,7.0,49.283029,-123.108317,Lounge,49.2756,-123.102661,7,11,,,,,,
,The Flying Pig - Yaletown,,,,,,49.2756,-123.102661,7,11,1404.0,4.0,1397.0,49.27501,-123.122,Canadian (New)
,The Irish Heather Shebeen,,,,,,49.2756,-123.102661,7,11,457.0,4.1,259.0,49.27845932651142,-123.09813082383894,Irish
,The Mackenzie Room,,,,,,49.2756,-123.102661,7,11,1021.0,4.5,215.0,49.2832349,-123.0948578,Canadian (New)
976.0,The Magnet,0.972016013059194,8.4,49.282484,-123.111029,Beer Bar,49.2756,-123.102661,7,11,,,,,,
922.0,The Old Spaghetti Factory,0.9931983365074428,8.3,49.283831,-123.105302,Italian Restaurant,49.2756,-123.102661,7,11,,,,,,
722.0,The Pint Public House,0.987873605658984,7.7,49.281376,-123.10769,Pub,49.2756,-123.102661,7,11,,,,,,
438.0,The Ramen Butcher,0.9623770842240272,7.7,49.278661,-123.098778,Chinese Restaurant,49.2756,-123.102661,7,11,,,,,,
,Tokyo In April,,,,,,49.2756,-123.102661,7,11,636.0,4.4,106.0,49.2806813,-123.1073936,Japanese
224.0,Torafuku,0.9619884177387384,8.3,49.275928,-123.0996,Asian Restaurant,49.2756,-123.102661,7,11,224.0,3.8,240.0,49.27589499983855,-123.09961118220762,Asian Fusion
,Twisted Fork,,,,,,49.2756,-123.102661,7,11,854.0,4.1,1147.0,49.283194,-123.104445,French
212.0,Angus T,0.975397411481208,8.4,49.275871,-123.119875,Bakery,49.275679,-123.116963,12,0,176.0,4.3,114.0,49.2762326068102,-123.119233623147,Cafes
,Banter Room,,,,,,49.275679,-123.116963,12,0,217.0,3.4,140.0,49.2763185,-123.1196683,Canadian (New)
851.0,Bel Cafe,0.981603119696322,8.1,49.283302,-123.11938,"Cafe, Coffee, and Tea House",49.275679,-123.116963,12,0,,,,,,
,Blue Water Cafe,,,,,,49.275679,-123.116963,12,0,307.0,4.4,1160.0,49.2761945,-123.1209935,Seafood
940.0,Boulevard Kitchen & Oyster Bar,0.9923562257893168,8.1,49.283021,-123.123893,French Restaurant,49.275679,-123.116963,12,0,,,,,,
863.0,Breka Bakery & Cafe,0.9941181805226268,8.5,49.278414,-123.12788,Bakery,49.275679,-123.116963,12,0,,,,,,
,Brix & Mortar,,,,,,49.275679,-123.116963,12,0,360.0,4.1,346.0,49.275633270546194,-123.12192123186074,Wine Bars
946.0,CRAFT Beer Market Vancouver,0.9945457136564448,8.3,49.270591,-123.106447,Beer Garden,49.275679,-123.116963,12,0,,,,,,
422.0,Cactus Club Cafe Yaletown,0.9838055631129594,7.8,49.275084,-123.122728,American Restaurant,49.275679,-123.116963,12,0,,,,,,
543.0,Cafe Medina,0.9856452511433272,8.9,49.280498,-123.116863,Café,49.275679,-123.116963,12,0,,,,,,
686.0,Chambar,0.9941311360721364,8.9,49.280213,-123.1097,Belgian Restaurant,49.275679,-123.116963,12,0,712.0,4.2,1635.0,49.2801460007961,-123.109925328073,Belgian
668.0,Costco Food Court,0.9796209206213482,7.5,49.278463,-123.108902,Fast Food Restaurant,49.275679,-123.116963,12,0,,,,,,
724.0,Devil's Elbow Ale & Smoke House,0.96898441447394,7.7,49.28027,-123.109705,Bar,49.275679,-123.116963,12,0,,,,,,
,District Bar & Restaurant,,,,,,49.275679,-123.116963,12,0,320.0,3.9,102.0,49.2778742,-123.1141061,Cocktail Bars
582.0,Dublin Calling,0.9931335587598948,8.0,49.280066,-123.121369,Pub,49.275679,-123.116963,12,0,,,,,,
811.0,Earls,0.9896873825903326,7.9,49.281585,-123.123689,Restaurant,49.275679,-123.116963,12,0,,,,,,
,Earls Kitchen + Bar,,,,,,49.275679,-123.116963,12,0,262.0,3.5,301.0,49.2758097483942,-123.12057272883742,Canadian (New)
,Elisa,,,,,,49.275679,-123.116963,12,0,325.0,4.2,254.0,49.27597599917006,-123.12142339325408,Steakhouses
906.0,Elysian Coffee,0.9735706790003498,7.8,49.279897,-123.127601,Coffee Shop,49.275679,-123.116963,12,0,,,,,,
373.0,Fanny Bay Oyster Bar & Shellfish Market,0.9881068055501574,9.1,49.278557,-123.114183,Seafood Restaurant,49.275679,-123.116963,12,0,386.0,4.4,913.0,49.2787525,-123.1138689,Seafood
,Five Sails Restaurant,,,,,,49.275679,-123.116963,12,0,1399.0,4.3,223.0,49.2880313351364,-123.113292160758,French
376.0,Frankie's Italian Kitchen & Bar,0.9682589037014004,7.8,49.278181,-123.113339,Lounge,49.275679,-123.116963,12,0,,,,,,
716.0,Fritz European Fry House,0.9913845595760944,8.2,49.277256,-123.126564,Fast Food Restaurant,49.275679,-123.116963,12,0,,,,,,
,Gotham Steakhouse & Bar,,,,,,49.275679,-123.116963,12,0,807.0,4.1,461.0,49.28290359590047,-123.115883832301,Steakhouses
798.0,Gotham Steakhouse & Cocktail Bar,0.9868760283467424,9.1,49.282814,-123.115925,Steakhouse,49.275679,-123.116963,12,0,,,,,,
,Hawksworth Restaurant,,,,,,49.275679,-123.116963,12,0,873.0,4.0,713.0,49.2833971,-123.1191704,Canadian (New)
,Hello Nori ,,,,,,49.275679,-123.116963,12,0,1287.0,4.5,285.0,49.28559747478766,-123.1261163,Japanese
,Homer St. Cafe and Bar,,,,,,49.275679,-123.116963,12,0,317.0,3.8,392.0,49.27842589023651,-123.11812388962127,Canadian (New)
292.0,Honey Salt,0.993016958814308,8.4,49.275175,-123.11284,Restaurant,49.275679,-123.116963,12,0,300.0,3.5,304.0,49.2753742,-123.1128477,Canadian (New)
,Ignite Pizzeria,,,,,,49.275679,-123.116963,12,0,204.0,4.6,41.0,49.27724,-123.11858,Pizza
519.0,JINYA Ramen Bar - Vancouver Downtown,0.9864873618614534,8.1,49.280369,-123.117907,Ramen Restaurant,49.275679,-123.116963,12,0,520.0,3.9,487.0,49.28031515071204,-123.1179057,Ramen
831.0,JJ Bean Coffee Roasters,0.984984518118336,8.0,49.270118,-123.109002,Coffee Shop,49.275679,-123.116963,12,0,,,,,,
928.0,JOEY Burrard,0.9890136940158316,8.3,49.282707,-123.123298,New American Restaurant,49.275679,-123.116963,12,0,,,,,,
518.0,Japadog,0.9951675800329072,8.4,49.280189,-123.118297,Hot Dog Joint,49.275679,-123.116963,12,0,,,,,,
,Joe Fortes Seafood & Chop House,,,,,,49.275679,-123.116963,12,0,1171.0,4.0,1387.0,49.28496869177162,-123.12455980835064,Seafood
,La Terrazza,,,,,,49.275679,-123.116963,12,0,145.0,3.6,148.0,49.2750028415536,-123.11867120010272,Italian
982.0,Le Crocodile Restaurant,0.9749180561493516,9.1,49.282578,-123.125234,French Restaurant,49.275679,-123.116963,12,0,,,,,,
,Le Petit Belge,,,,,,49.275679,-123.116963,12,0,369.0,4.2,398.0,49.2789656680049,-123.116212114692,Bakeries
,Lupo,,,,,,49.275679,-123.116963,12,0,284.0,4.3,482.0,49.278222058049096,-123.11735347768747,Italian
746.0,Lux Lounge,0.9847642737766722,7.8,49.277992,-123.126627,Bar,49.275679,-123.116963,12,0,,,,,,
745.0,Mahony & Sons,0.9955809717047958,7.6,49.269076,-123.118797,Irish Pub,49.275679,-123.116963,12,0,,,,,,
,Manoush'eh,,,,,,49.275679,-123.116963,12,0,643.0,4.8,264.0,49.27667072314417,-123.12570086148996,Lebanese
,Maruhachi Ra-Men,,,,,,49.275679,-123.116963,12,0,329.0,4.1,275.0,49.27854065320407,-123.1157914,Ramen
687.0,Matchstick Coffee Roasters,0.9882363610452536,8.7,49.274404,-123.126239,Café,49.275679,-123.116963,12,0,,,,,,
,Medina Cafe,,,,,,49.275679,-123.116963,12,0,530.0,4.2,2748.0,49.2804429972571,-123.117036269849,Breakfast & Brunch
354.0,MeeT in Yaletown,0.978921320947828,8.3,49.275006,-123.121748,Vegan and Vegetarian Restaurant,49.275679,-123.116963,12,0,370.0,4.1,193.0,49.2748495736666,-123.121902530398,Comfort Food
,Miku,,,,,,49.275679,-123.116963,12,0,1281.0,4.4,2457.0,49.28691298612272,-123.11304877258942,Japanese
,Minami,,,,,,49.275679,-123.116963,12,0,280.0,4.1,819.0,49.2752733,-123.1207029,Japanese
284.0,Minami Restaurant,0.9645665720911551,9.1,49.275269,-123.120797,Sushi Restaurant,49.275679,-123.116963,12,0,,,,,,
322.0,Mister,0.9777812325909804,9.1,49.275114,-123.121514,Ice Cream Parlor,49.275679,-123.116963,12,0,,,,,,
,Moltaqa Moroccan Restaurant,,,,,,49.275679,-123.116963,12,0,174.0,3.8,58.0,49.27642,-123.11897,Moroccan
736.0,Morrissey Irish Bar & Restaurant,0.9857488955394044,8.3,49.276963,-123.126944,Pub,49.275679,-123.116963,12,0,,,,,,
914.0,Nemesis Coffee,0.9855286511977406,9.0,49.282787,-123.110244,Coffee Shop,49.275679,-123.116963,12,0,,,,,,
479.0,Nero Belgian Waffle Bar,0.983507585474238,9.0,49.278311,-123.122111,Dessert Shop,49.275679,-123.116963,12,0,,,,,,
961.0,Notch8 Restaurant,0.9895837381942556,8.1,49.283844,-123.120961,Restaurant,49.275679,-123.116963,12,0,,,,,,
316.0,OEB Breakfast Co,0.9820436083796494,8.4,49.273374,-123.119419,Dining and Drinking,49.275679,-123.116963,12,0,,,,,,
,OEB Breakfast Co. - Yaletown,,,,,,49.275679,-123.116963,12,0,298.0,4.3,968.0,49.273438,-123.119289,Breakfast & Brunch
,Okeya Kyujiro,,,,,,49.275679,-123.116963,12,0,203.0,4.9,29.0,49.27581579131156,-123.1197521,Sushi Bars
681.0,Pallet Coffee Roasters,0.9884306942878982,8.4,49.279891,-123.123788,Coffee Shop,49.275679,-123.116963,12,0,,,,,,
,Phnom Penh,,,,,,49.275679,-123.116963,12,0,1395.0,4.2,1843.0,49.278431,-123.098205,Cambodian
985.0,Prado Cafe,0.9783124101208752,8.1,49.281917,-123.107411,Café,49.275679,-123.116963,12,0,,,,,,
344.0,Provence Marinaside,0.9560677316128364,8.3,49.273338,-123.119497,French Restaurant,49.275679,-123.116963,12,0,324.0,3.6,384.0,49.2733385,-123.1194637,Seafood
,Robba da Matti,,,,,,49.275679,-123.116963,12,0,288.0,4.2,544.0,49.2753397,-123.1208967,Italian
,Rodney's Oyster House,,,,,,49.275679,-123.116963,12,0,476.0,4.0,889.0,49.274326,-123.123131,Seafood
647.0,Rogers Arena,0.9988210449946234,8.8,49.277856,-123.108688,Concert Hall,49.275679,-123.116963,12,0,,,,,,
,Saku,,,,,,49.275679,-123.116963,12,0,1870.0,4.5,480.0,49.289223,-123.132266,Japanese
,Salmon n' Bannock,,,,,,49.275679,-123.116963,12,0,1652.0,4.5,246.0,49.2631378,-123.1296705,Canadian (New)
,Social Corner,,,,,,49.275679,-123.116963,12,0,341.0,3.6,305.0,49.2785831916346,-123.118480343303,Pizza
398.0,Starbucks,0.9962558461917164,7.3,49.274713,-123.122129,Coffee Shop,49.275679,-123.116963,12,0,,,,,,
,Sushi Jin,,,,,,49.275679,-123.116963,12,0,660.0,4.6,151.0,49.2795794102629,-123.123817518353,Japanese
,Tacofino,,,,,,49.275679,-123.116963,12,0,207.0,3.7,177.0,49.2764357,-123.1194951,Mexican
896.0,Tap & Barrel,0.9802168758987913,7.7,49.271827,-123.106065,Gastropub,49.275679,-123.116963,12,0,,,,,,
,Tasty Indian Bistro,,,,,,49.275679,-123.116963,12,0,531.0,4.0,248.0,49.2744011,-123.1236818,Indian
,Tendon Kohaku,,,,,,49.275679,-123.116963,12,0,695.0,4.3,186.0,49.28107123873706,-123.12179426645872,Japanese
877.0,Terra Breads,0.9784808322645004,8.9,49.271451,-123.107006,Bakery,49.275679,-123.116963,12,0,,,,,,
593.0,The Famous Warehouse,0.9939497583790016,7.9,49.279552,-123.122866,Gastropub,49.275679,-123.116963,12,0,,,,,,
,The Flying Pig - Yaletown,,,,,,49.275679,-123.116963,12,0,372.0,4.0,1397.0,49.27501,-123.122,Canadian (New)
,The Greek By Anatoli,,,,,,49.275679,-123.116963,12,0,217.0,3.8,282.0,49.276285,-123.1197178,Greek
208.0,The Keg Steakhouse + Bar,0.9859432287820488,8.2,49.27671,-123.11946,Steakhouse,49.275679,-123.116963,12,0,,,,,,
,The Keg Steakhouse + Bar- Yaletown,,,,,,49.275679,-123.116963,12,0,210.0,3.7,313.0,49.27665,-123.11944,Steakhouses
869.0,The Magnet,0.972016013059194,8.4,49.282484,-123.111029,Beer Bar,49.275679,-123.116963,12,0,,,,,,
,The Mexican Antojitos Y Cantina,,,,,,49.275679,-123.116963,12,0,617.0,4.3,422.0,49.2787726,-123.1240268,Mexican
257.0,The Parlour,0.9807350978791766,8.7,49.276782,-123.120196,Pizzeria,49.275679,-123.116963,12,0,269.0,3.9,496.0,49.276835,-123.120221,Pizza
916.0,The Pint Public House,0.987873605658984,7.7,49.281376,-123.10769,Pub,49.275679,-123.116963,12,0,,,,,,
623.0,The Templeton,0.9903610711648334,8.2,49.278491,-123.124398,Bistro,49.275679,-123.116963,12,0,,,,,,
,The Victor,,,,,,49.275679,-123.116963,12,0,347.0,3.5,267.0,49.27540569887477,-123.1121986054184,Steakhouses
,Tutto,,,,,,49.275679,-123.116963,12,0,341.0,4.2,74.0,49.2784091,-123.1187139,Italian
,WestOak,,,,,,49.275679,-123.116963,12,0,204.0,3.5,280.0,49.2764158,-123.1195458,Seafood
288.0,Yaletown Brewing Co,0.982445230414448,7.2,49.275516,-123.120899,Sports Bar,49.275679,-123.116963,12,0,,,,,,
,Yaletown Brewing Company,,,,,,49.275679,-123.116963,12,0,290.0,3.2,506.0,49.2755483,-123.120817,American
560.0,ZAC ZAC Japanese Curry House,0.9925764701309806,8.3,49.280503,-123.118891,Fast Food Restaurant,49.275679,-123.116963,12,0,,,,,,
